0,302
0,407
0,485
0,516
0,540
0,623
0,628
0,647
0,659
0,897
0,898
1,13
1,227
1,429
1,453
1,476
1,564
1,625
1,668
1,844
1,922
1,953
1,976
2,43
2,78
2,313
2,324
2,398
2,403
2,454
2,509
2,586
2,594
2,675
2,718
2,946
2,973
3,154
3,173
3,243
3,436
3,522
3,687
3,723
3,870
4,134
4,251
4,252
4,371
4,413
4,502
4,675
4,686
4,811
4,879
4,936
5,376
5,418
5,585
5,589
5,664
5,730
5,796
5,957
6,148
6,255
6,256
6,302
6,659
6,697
6,739
6,843
6,989
7,46
7,134
7,146
7,214
7,324
7,338
7,362
7,457
7,471
7,686
7,688
7,753
7,836
7,908
8,24
8,38
8,80
8,265
8,396
8,436
8,440
8,546
8,556
8,705
8,748
9,41
9,94
9,543
9,547
9,645
9,716
9,737
9,907
9,993
10,43
10,233
10,276
10,287
10,482
11,116
11,257
11,393
11,421
11,484
11,606
11,710
11,732
11,775
11,821
11,893
11,916
11,922
11,928
12,137
12,324
12,496
12,502
12,728
12,773
12,899
12,924
12,928
12,935
12,970
12,974
13,64
13,231
13,293
13,439
13,510
13,636
13,811
13,819
13,887
14,49
14,57
14,151
14,165
14,387
14,457
14,459
14,632
14,648
14,703
14,824
14,855
14,879
14,966
14,969
14,980
15,19
15,41
15,172
15,194
15,258
15,420
15,469
15,500
15,626
15,634
15,673
15,680
15,828
15,862
15,880
16,96
16,210
16,323
16,367
16,370
16,388
16,493
16,539
16,811
16,852
16,857
16,908
17,101
17,264
17,314
17,366
17,377
17,644
17,655
17,697
17,731
17,775
17,911
17,912
17,995
18,28
18,79
18,315
18,451
18,556
18,663
18,754
18,789
18,826
18,842
18,843
18,874
18,970
19,87
19,181
19,565
19,579
19,729
19,737
19,738
19,761
19,846
19,931
20,121
20,259
20,374
20,509
20,515
20,594
20,752
20,860
20,872
20,951
20,970
20,999
21,78
21,312
21,313
21,327
21,424
21,426
21,429
21,573
21,608
21,790
22,136
22,170
22,206
22,210
22,213
22,283
22,296
22,313
22,350
22,409
22,480
22,680
22,716
22,734
22,877
22,899
22,922
22,931
22,937
22,966
22,991
23,48
23,71
23,152
23,307
23,315
23,428
23,471
24,184
24,185
24,331
24,602
24,658
24,778
24,801
24,805
24,818
24,899
25,164
25,204
25,258
25,274
25,508
25,605
25,783
26,90
26,171
26,611
26,655
26,744
26,911
26,944
27,87
27,185
27,395
27,470
27,679
27,820
27,835
28,113
28,187
28,290
28,640
28,717
28,743
28,832
28,837
29,261
29,388
29,605
29,611
29,623
29,745
29,835
30,152
30,207
30,229
30,259
30,523
30,774
30,953
31,70
31,121
31,393
31,504
31,536
31,699
31,716
31,840
31,860
31,892
32,169
32,250
32,308
32,891
32,894
33,43
33,193
33,262
33,326
33,334
33,525
33,562
33,619
33,621
33,724
33,864
34,283
34,391
34,403
34,475
34,546
34,751
34,848
34,862
34,881
34,895
35,161
35,223
35,377
35,419
35,696
35,976
36,334
36,518
36,552
36,661
36,771
36,849
36,962
37,120
37,143
37,345
37,445
37,493
37,709
37,892
38,44
38,361
38,548
38,557
38,671
38,675
38,686
38,782
38,789
38,882
38,890
38,974
39,175
39,188
39,296
39,424
39,483
39,689
39,711
39,935
40,98
40,325
40,384
40,567
40,824
40,958
40,982
41,94
41,169
41,277
41,407
41,461
41,473
41,512
41,519
41,642
41,646
41,843
41,967
42,143
42,293
42,360
42,605
42,833
42,861
42,992
43,159
43,251
43,271
43,407
43,515
43,715
43,781
43,820
43,893
43,915
43,955
44,64
44,96
44,109
44,189
44,217
44,592
44,657
44,745
44,846
44,949
45,179
45,187
45,199
45,433
45,473
45,584
45,862
46,95
46,507
46,521
46,560
47,66
47,175
47,189
47,236
47,312
47,466
47,472
47,632
47,708
47,738
47,800
47,809
47,860
47,926
47,947
48,506
48,755
48,787
48,961
49,115
49,229
49,434
49,530
49,578
49,682
49,803
49,806
50,122
50,323
50,351
50,446
50,719
50,826
50,894
50,928
51,230
51,298
51,352
51,407
51,441
51,521
51,546
51,597
51,641
51,708
51,879
51,895
52,185
52,939
52,985
52,999
53,59
53,80
53,164
53,309
53,551
53,569
53,583
53,726
53,858
53,865
53,962
53,979
54,156
54,266
54,268
54,435
54,502
54,590
54,604
54,614
54,647
54,693
54,720
54,930
55,86
55,161
55,269
55,290
55,305
55,317
55,381
55,519
55,639
55,644
55,651
55,806
55,852
56,236
56,283
56,294
56,369
56,404
56,443
56,501
56,643
56,655
56,779
56,926
56,928
57,74
57,85
57,219
57,363
57,401
57,459
57,672
57,682
57,703
57,807
57,814
58,116
58,171
58,254
58,348
58,377
58,416
58,444
58,446
58,546
58,560
58,563
58,869
58,897
58,899
58,991
59,72
59,252
59,289
59,304
59,338
59,416
59,506
59,573
59,617
59,636
59,688
59,736
59,820
60,605
60,643
60,707
60,842
60,845
60,894
60,981
61,187
61,225
61,428
61,676
61,785
61,820
61,976
62,79
62,181
62,365
62,522
62,575
62,577
62,622
62,732
62,860
62,884
62,947
62,984
63,280
63,298
63,424
63,653
63,755
63,772
63,824
63,892
63,914
63,919
63,995
64,204
64,353
64,392
64,837
64,899
64,970
65,202
65,214
65,255
65,270
65,463
65,564
65,704
65,719
65,740
65,946
66,132
66,235
66,275
66,368
66,424
66,433
66,443
66,671
66,695
66,715
66,752
66,772
66,877
67,104
67,138
67,309
67,409
67,433
67,601
67,604
67,826
67,863
67,968
68,123
68,220
68,271
68,306
68,371
68,492
68,564
68,583
68,640
68,678
68,798
68,800
68,827
69,119
69,325
69,341
69,384
69,446
69,511
69,627
69,742
69,794
69,844
70,225
70,246
70,378
70,474
70,573
70,621
70,786
70,885
71,77
71,203
71,206
71,362
71,363
71,600
71,639
71,640
71,656
71,677
71,826
71,867
71,901
71,922
71,950
72,207
72,383
72,422
72,560
73,184
73,193
73,260
74,184
74,185
74,254
74,354
74,391
74,412
74,605
74,673
74,676
74,942
75,288
75,295
75,401
75,411
75,507
75,508
75,549
75,779
75,822
75,874
75,979
76,232
76,437
76,530
76,625
76,805
76,861
76,929
77,81
77,194
77,234
77,241
77,391
77,711
77,725
77,933
77,986
78,293
78,326
78,360
78,513
78,535
78,662
78,792
78,974
79,139
79,247
79,252
79,287
79,374
79,393
79,494
79,652
80,161
80,189
80,205
80,315
80,353
80,446
80,477
80,484
80,511
80,594
80,601
80,627
80,694
80,784
80,859
80,976
81,146
81,182
81,210
81,265
81,364
81,496
81,545
81,753
81,898
81,924
81,944
82,84
82,112
82,397
82,487
82,685
82,688
82,865
82,917
83,87
83,194
83,236
83,433
83,541
83,958
84,137
84,547
84,779
84,897
85,210
85,347
85,441
85,583
85,591
85,748
85,754
85,955
85,982
86,168
86,239
86,274
86,289
86,453
86,472
86,485
86,637
87,136
87,203
87,232
87,429
88,482
88,845
88,891
88,975
88,994
89,326
89,574
89,706
89,708
89,910
90,196
90,541
90,554
90,569
90,655
90,658
90,777
90,845
90,858
90,914
90,984
91,137
91,165
91,368
91,370
91,397
91,538
91,544
91,734
91,783
91,846
91,902
91,988
92,177
92,204
92,318
92,332
92,402
92,937
92,978
93,158
93,484
93,509
93,704
93,923
93,931
93,995
94,143
94,206
94,284
94,403
94,684
94,749
94,940
95,367
95,381
95,411
95,438
95,497
95,519
95,763
95,951
96,117
96,498
96,532
96,698
96,755
96,863
96,921
97,192
97,291
97,340
97,360
97,408
97,412
97,449
97,541
97,680
98,280
98,288
98,495
98,511
98,548
98,555
98,697
98,726
98,735
98,995
99,103
99,123
99,422
99,537
99,589
99,620
99,622
99,628
99,723
99,910
99,931
99,981
100,122
100,125
100,148
100,181
100,253
100,371
100,552
100,875
100,918
101,120
101,482
101,512
101,515
101,564
101,637
101,907
101,979
102,141
102,557
102,578
102,777
102,798
102,825
102,958
102,985
103,138
103,174
103,175
103,688
103,800
103,817
103,869
103,907
103,930
104,105
104,198
104,405
104,512
104,773
104,788
104,802
104,807
105,206
105,350
105,628
105,795
105,978
106,135
106,137
106,199
106,243
106,299
106,305
106,422
106,560
106,570
106,677
106,738
107,147
107,181
107,226
107,401
107,513
107,667
107,735
107,770
107,878
107,885
107,972
108,181
108,375
108,512
108,532
108,616
108,643
108,674
108,875
109,185
109,316
109,320
109,321
109,361
109,720
109,770
109,886
110,243
110,321
110,544
110,552
110,565
110,571
110,632
110,677
110,816
111,179
111,241
111,250
111,292
111,350
111,383
111,425
111,517
111,605
111,650
111,681
111,689
111,791
111,795
111,803
112,308
112,332
112,401
112,503
112,558
112,584
112,640
112,788
112,864
112,935
112,960
113,414
113,856
113,957
113,990
114,119
114,238
114,359
114,369
114,386
114,530
114,535
114,601
114,737
114,805
114,897
114,996
115,191
115,218
115,402
115,403
115,487
115,596
115,615
115,824
115,886
116,131
116,407
116,707
116,969
117,276
117,509
117,785
117,787
117,791
117,831
117,909
117,962
118,208
118,384
118,397
118,451
118,681
118,738
118,809
119,598
119,651
119,709
119,865
120,335
120,519
120,618
120,761
120,877
120,886
120,902
120,954
121,206
121,212
121,442
121,525
121,535
121,583
121,608
121,827
121,869
121,885
121,888
121,913
121,955
121,997
122,290
122,497
122,576
122,608
122,634
122,656
122,875
123,277
123,354
123,382
123,714
123,902
124,212
124,385
124,601
124,737
124,741
124,763
124,793
124,799
124,966
124,997
125,153
125,223
125,273
125,282
125,294
125,735
126,134
126,225
126,296
126,556
126,681
126,697
126,820
126,871
127,329
127,528
127,647
127,658
127,747
127,810
127,876
127,899
128,147
128,157
128,384
128,434
128,459
128,465
128,508
128,542
128,631
128,726
128,730
128,782
128,808
128,879
128,935
128,956
128,958
129,166
129,189
129,201
129,371
129,531
129,658
129,683
129,688
129,785
129,856
129,867
130,227
130,351
130,399
130,461
130,526
130,600
130,629
130,634
130,657
130,756
130,796
130,912
130,918
130,933
130,953
130,957
131,229
131,564
131,611
131,690
131,728
131,785
132,192
132,285
132,311
132,497
132,536
132,586
132,633
132,760
132,804
132,816
133,323
133,382
133,433
133,453
133,625
133,698
133,818
133,923
133,928
133,945
133,985
134,233
134,348
134,504
134,524
134,541
134,556
134,698
134,742
134,948
135,365
135,426
135,530
135,536
135,770
135,790
136,154
136,444
136,451
136,482
136,497
136,580
136,658
136,724
137,138
137,152
137,232
137,303
137,457
137,459
137,470
137,479
137,921
137,940
138,235
138,275
138,369
138,521
138,985
138,988
139,161
139,211
139,559
139,578
139,658
139,787
139,907
139,913
140,229
140,651
140,673
140,727
140,733
140,835
140,937
141,163
141,170
141,220
141,254
141,315
141,319
141,327
141,555
141,565
141,579
141,658
141,867
141,874
142,363
142,407
142,410
